value,msa,gender,age,race
13193,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,30-34,ASIAN ALONE
24015,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,55-64,ASIAN ALONE
26947,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,45-54,ASIAN ALONE
19326,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,65-74,ASIAN ALONE
34791,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,65 and over,TWO OR MORE RACES
155726,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,Under 18,TWO OR MORE RACES
279793,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,18-64,TWO OR MORE RACES
46876,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,65 and over,TWO OR MORE RACES
166749,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,Under 18,TWO OR MORE RACES
281808,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,18-64,TWO OR MORE RACES
147565,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,45-54,HISPANIC OR LATINO
172159,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,35-44,HISPANIC OR LATINO
63075,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,65-74,HISPANIC OR LATINO
109153,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,55-64,HISPANIC OR LATINO
100869,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,20-24,HISPANIC OR LATINO
40989,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,18 and 19,HISPANIC OR LATINO
95267,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,30-34,HISPANIC OR LATINO
101431,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,25-29,HISPANIC OR LATINO
66329,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,15-17,HISPANIC OR LATINO
115114,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,10-14,HISPANIC OR LATINO
11080,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,85 and over,HISPANIC OR LATINO
27392,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,75-84,HISPANIC OR LATINO
92512,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,Under 5,HISPANIC OR LATINO
112721,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,10-14,HISPANIC OR LATINO
108017,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,5-9,HISPANIC OR LATINO
42612,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,18 and 19,HISPANIC OR LATINO
69482,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,15-17,HISPANIC OR LATINO
103965,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,25-29,HISPANIC OR LATINO
103201,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,20-24,HISPANIC OR LATINO
21808,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,75-84,HISPANIC OR LATINO
56122,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,65-74,HISPANIC OR LATINO
5449,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,85 and over,HISPANIC OR LATINO
181980,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,35-44,HISPANIC OR LATINO
100418,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,30-34,HISPANIC OR LATINO
109037,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,55-64,HISPANIC OR LATINO
150080,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,45-54,HISPANIC OR LATINO
96154,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,5-9,HISPANIC OR LATINO
88319,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,Under 5,HISPANIC OR LATINO
39585,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,Under 5,WHITE ALONE
41059,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,5-9,WHITE ALONE
50241,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,10-14,WHITE ALONE
27592,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,15-17,WHITE ALONE
16409,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,18 and 19,WHITE ALONE
45118,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,20-24,WHITE ALONE
47970,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,25-29,WHITE ALONE
28765,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,15-17,WHITE ALONE
17838,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,18 and 19,WHITE ALONE
48325,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,25-29,WHITE ALONE
40536,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,20-24,WHITE ALONE
51974,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,30-34,WHITE ALONE
99466,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,35-44,WHITE ALONE
90034,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,45-54,WHITE ALONE
116318,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,55-64,WHITE ALONE
104467,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,65-74,WHITE ALONE
58042,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,75-84,WHITE ALONE
23036,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,85 and over,WHITE ALONE
56715,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,30-34,WHITE ALONE
100632,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,35-44,WHITE ALONE
117782,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,55-64,WHITE ALONE
95173,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,45-54,WHITE ALONE
97975,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,65-74,WHITE ALONE
51810,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,75-84,WHITE ALONE
15413,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,85 and over,WHITE ALONE
38653,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,Under 5,WHITE ALONE
42182,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,5-9,WHITE ALONE
47513,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,10-14,WHITE ALONE
34122,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,Under 18,ASIAN ALONE
31448,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,65 and over,ASIAN ALONE
116043,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,18-64,ASIAN ALONE
34035,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,Under 18,ASIAN ALONE
23958,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,65 and over,ASIAN ALONE
101815,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,18-64,ASIAN ALONE
42166,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,Under 5,SOME OTHER RACE ALONE
56659,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,5-9,SOME OTHER RACE ALONE
31522,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,65-74,SOME OTHER RACE ALONE
12525,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,75-84,SOME OTHER RACE ALONE
5557,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,85 and over,SOME OTHER RACE ALONE
41738,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,Under 5,SOME OTHER RACE ALONE
47293,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,5-9,SOME OTHER RACE ALONE
57570,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,10-14,SOME OTHER RACE ALONE
53326,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,30-34,SOME OTHER RACE ALONE
94132,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,35-44,SOME OTHER RACE ALONE
85607,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,45-54,SOME OTHER RACE ALONE
56543,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,55-64,SOME OTHER RACE ALONE
32073,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,15-17,SOME OTHER RACE ALONE
20964,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,18 and 19,SOME OTHER RACE ALONE
54191,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,20-24,SOME OTHER RACE ALONE
52900,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,25-29,SOME OTHER RACE ALONE
59766,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,25-29,SOME OTHER RACE ALONE
56029,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,10-14,SOME OTHER RACE ALONE
35495,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,15-17,SOME OTHER RACE ALONE
23958,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,18 and 19,SOME OTHER RACE ALONE
56268,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,20-24,SOME OTHER RACE ALONE
61170,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,55-64,SOME OTHER RACE ALONE
30432,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,65-74,SOME OTHER RACE ALONE
10199,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,75-84,SOME OTHER RACE ALONE
2341,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,85 and over,SOME OTHER RACE ALONE
56083,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,30-34,SOME OTHER RACE ALONE
101753,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,35-44,SOME OTHER RACE ALONE
83321,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,45-54,SOME OTHER RACE ALONE
651,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,55-64,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
815,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,45-54,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
1035,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,35-44,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
565,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,30-34,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
943,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,5-9,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
1046,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,Under 5,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
0,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,85 and over,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
246,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,75-84,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
495,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,65-74,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
527,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,30-34,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
1106,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,25-29,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
382,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,20-24,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
251,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,18 and 19,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
133,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,15-17,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
551,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,10-14,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
963,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,65-74,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
525,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,55-64,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
590,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,45-54,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
918,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,35-44,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
490,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,25-29,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
1311,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,20-24,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
183,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,18 and 19,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
561,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,15-17,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
278,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,10-14,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
661,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,5-9,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
645,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,Under 5,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
714,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,75-84,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
457,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,85 and over,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
174526,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,65 and over,"WHITE ALONE, NOT HISPANIC OR LATINO"
368532,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,18-64,"WHITE ALONE, NOT HISPANIC OR LATINO"
155312,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,65 and over,"WHITE ALONE, NOT HISPANIC OR LATINO"
394312,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,18-64,"WHITE ALONE, NOT HISPANIC OR LATINO"
105271,"Riverside-San Bernardino-Ontario, CA Metro Area",Female,Under 18,"WHITE ALONE, NOT HISPANIC OR LATINO"
110671,"Riverside-San Bernardino-Ontario, CA Metro Area",Male,Under 18,"WHITE ALONE, NOT HISPANIC OR LATINO"
18777,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,65-74,BLACK OR AFRICAN AMERICAN ALONE
20458,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,45-54,BLACK OR AFRICAN AMERICAN ALONE
22841,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,55-64,BLACK OR AFRICAN AMERICAN ALONE
13587,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,30-34,BLACK OR AFRICAN AMERICAN ALONE
22819,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,35-44,BLACK OR AFRICAN AMERICAN ALONE
3506,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,18 and 19,BLACK OR AFRICAN AMERICAN ALONE
11095,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,20-24,BLACK OR AFRICAN AMERICAN ALONE
12596,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,25-29,BLACK OR AFRICAN AMERICAN ALONE
9876,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,10-14,BLACK OR AFRICAN AMERICAN ALONE
5361,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,15-17,BLACK OR AFRICAN AMERICAN ALONE
7714,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,5-9,BLACK OR AFRICAN AMERICAN ALONE
167932,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,,BLACK OR AFRICAN AMERICAN ALONE
7050,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,Under 5,BLACK OR AFRICAN AMERICAN ALONE
5343,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,75-84,BLACK OR AFRICAN AMERICAN ALONE
2473,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,85 and over,BLACK OR AFRICAN AMERICAN ALONE
21641,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,55-64,BLACK OR AFRICAN AMERICAN ALONE
14974,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,65-74,BLACK OR AFRICAN AMERICAN ALONE
14344,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,30-34,BLACK OR AFRICAN AMERICAN ALONE
22126,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,35-44,BLACK OR AFRICAN AMERICAN ALONE
19753,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,45-54,BLACK OR AFRICAN AMERICAN ALONE
8205,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,75-84,BLACK OR AFRICAN AMERICAN ALONE
4047,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,85 and over,BLACK OR AFRICAN AMERICAN ALONE
8937,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,18 and 19,TWO OR MORE RACES
18970,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,20-24,TWO OR MORE RACES
27966,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,10-14,TWO OR MORE RACES
12585,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,15-17,TWO OR MORE RACES
12607,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,65-74,TWO OR MORE RACES
6590,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,75-84,TWO OR MORE RACES
34176,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,45-54,TWO OR MORE RACES
25585,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,55-64,TWO OR MORE RACES
28865,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,Under 5,TWO OR MORE RACES
29178,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,5-9,TWO OR MORE RACES
1863,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,85 and over,TWO OR MORE RACES
295536,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,,TWO OR MORE RACES
24220,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,30-34,TWO OR MORE RACES
42384,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,35-44,TWO OR MORE RACES
294297,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,,TWO OR MORE RACES
32662,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,Under 5,TWO OR MORE RACES
589833,"San Francisco-Oakland-Berkeley, CA Metro Area",,,TWO OR MORE RACES
14686,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,15-17,TWO OR MORE RACES
7887,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,18 and 19,TWO OR MORE RACES
28692,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,5-9,TWO OR MORE RACES
24619,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,10-14,TWO OR MORE RACES
19755,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,20-24,TWO OR MORE RACES
18571,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,25-29,TWO OR MORE RACES
3719,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,Under 18,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
9516,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,18-64,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
1906,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,65 and over,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
16769,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
31910,"San Francisco-Oakland-Berkeley, CA Metro Area",,,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
15141,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
3712,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,Under 18,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
10909,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,18-64,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
2148,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,65 and over,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
8581,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,75-84,TWO OR MORE RACES
3727,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,85 and over,TWO OR MORE RACES
37058,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,35-44,TWO OR MORE RACES
36197,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,45-54,TWO OR MORE RACES
19204,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,25-29,TWO OR MORE RACES
22309,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,30-34,TWO OR MORE RACES
25939,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,55-64,TWO OR MORE RACES
16020,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,65-74,TWO OR MORE RACES
506712,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,,HISPANIC OR LATINO
37775,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,65 and over,HISPANIC OR LATINO
341521,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,18-64,HISPANIC OR LATINO
143033,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,Under 18,HISPANIC OR LATINO
49239,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,65 and over,HISPANIC OR LATINO
320253,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,18-64,HISPANIC OR LATINO
137220,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,Under 18,HISPANIC OR LATINO
522329,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,,HISPANIC OR LATINO
1029041,"San Francisco-Oakland-Berkeley, CA Metro Area",,,HISPANIC OR LATINO
4042,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,18 and 19,BLACK OR AFRICAN AMERICAN ALONE
12156,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,20-24,BLACK OR AFRICAN AMERICAN ALONE
8395,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,10-14,BLACK OR AFRICAN AMERICAN ALONE
6400,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,15-17,BLACK OR AFRICAN AMERICAN ALONE
7588,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,Under 5,BLACK OR AFRICAN AMERICAN ALONE
9032,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,5-9,BLACK OR AFRICAN AMERICAN ALONE
328871,"San Francisco-Oakland-Berkeley, CA Metro Area",,,BLACK OR AFRICAN AMERICAN ALONE
160939,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,,BLACK OR AFRICAN AMERICAN ALONE
12672,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,25-29,BLACK OR AFRICAN AMERICAN ALONE
1669458,"San Francisco-Oakland-Berkeley, CA Metro Area",,,"WHITE ALONE, NOT HISPANIC OR LATINO"
852153,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,,"WHITE ALONE, NOT HISPANIC OR LATINO"
30587,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,Under 5,"WHITE ALONE, NOT HISPANIC OR LATINO"
29466,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,5-9,"WHITE ALONE, NOT HISPANIC OR LATINO"
38200,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,10-14,"WHITE ALONE, NOT HISPANIC OR LATINO"
22915,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,15-17,"WHITE ALONE, NOT HISPANIC OR LATINO"
13965,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,18 and 19,"WHITE ALONE, NOT HISPANIC OR LATINO"
34466,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,20-24,"WHITE ALONE, NOT HISPANIC OR LATINO"
52561,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,25-29,"WHITE ALONE, NOT HISPANIC OR LATINO"
66164,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,30-34,"WHITE ALONE, NOT HISPANIC OR LATINO"
124635,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,35-44,"WHITE ALONE, NOT HISPANIC OR LATINO"
123293,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,45-54,"WHITE ALONE, NOT HISPANIC OR LATINO"
136744,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,55-64,"WHITE ALONE, NOT HISPANIC OR LATINO"
107728,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,65-74,"WHITE ALONE, NOT HISPANIC OR LATINO"
54490,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,75-84,"WHITE ALONE, NOT HISPANIC OR LATINO"
16939,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,85 and over,"WHITE ALONE, NOT HISPANIC OR LATINO"
817305,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,,"WHITE ALONE, NOT HISPANIC OR LATINO"
29216,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,Under 5,"WHITE ALONE, NOT HISPANIC OR LATINO"
31732,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,5-9,"WHITE ALONE, NOT HISPANIC OR LATINO"
31160,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,10-14,"WHITE ALONE, NOT HISPANIC OR LATINO"
21928,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,15-17,"WHITE ALONE, NOT HISPANIC OR LATINO"
13676,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,18 and 19,"WHITE ALONE, NOT HISPANIC OR LATINO"
34626,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,20-24,"WHITE ALONE, NOT HISPANIC OR LATINO"
46888,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,25-29,"WHITE ALONE, NOT HISPANIC OR LATINO"
58774,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,30-34,"WHITE ALONE, NOT HISPANIC OR LATINO"
108552,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,35-44,"WHITE ALONE, NOT HISPANIC OR LATINO"
109085,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,45-54,"WHITE ALONE, NOT HISPANIC OR LATINO"
124057,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,55-64,"WHITE ALONE, NOT HISPANIC OR LATINO"
114029,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,65-74,"WHITE ALONE, NOT HISPANIC OR LATINO"
65829,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,75-84,"WHITE ALONE, NOT HISPANIC OR LATINO"
27753,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,85 and over,"WHITE ALONE, NOT HISPANIC OR LATINO"
546558,"San Francisco-Oakland-Berkeley, CA Metro Area",,,SOME OTHER RACE ALONE
184998,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,18-64,SOME OTHER RACE ALONE
20210,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,65 and over,SOME OTHER RACE ALONE
275750,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,,SOME OTHER RACE ALONE
70542,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,Under 18,SOME OTHER RACE ALONE
177219,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,18-64,SOME OTHER RACE ALONE
24532,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,65 and over,SOME OTHER RACE ALONE
270808,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,,SOME OTHER RACE ALONE
