value,msa,gender,age,race
69057,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,Under 18,SOME OTHER RACE ALONE
213084,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,65 and over,WHITE ALONE
131130,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,Under 18,WHITE ALONE
534295,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,18-64,WHITE ALONE
184073,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,65 and over,WHITE ALONE
878509,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,,WHITE ALONE
137861,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,Under 18,WHITE ALONE
590645,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,18-64,WHITE ALONE
1791088,"San Francisco-Oakland-Berkeley, CA Metro Area",,,WHITE ALONE
912579,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,,WHITE ALONE
2058,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,20-24,AMERICAN INDIAN AND ALASKA NATIVE ALONE
2182,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,25-29,AMERICAN INDIAN AND ALASKA NATIVE ALONE
2204,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,5-9,AMERICAN INDIAN AND ALASKA NATIVE ALONE
1932,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,10-14,AMERICAN INDIAN AND ALASKA NATIVE ALONE
1379,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,15-17,AMERICAN INDIAN AND ALASKA NATIVE ALONE
653,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,18 and 19,AMERICAN INDIAN AND ALASKA NATIVE ALONE
45754,"San Francisco-Oakland-Berkeley, CA Metro Area",,,AMERICAN INDIAN AND ALASKA NATIVE ALONE
24849,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,,AMERICAN INDIAN AND ALASKA NATIVE ALONE
1247,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,Under 5,AMERICAN INDIAN AND ALASKA NATIVE ALONE
1543,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,55-64,AMERICAN INDIAN AND ALASKA NATIVE ALONE
1895,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,65-74,AMERICAN INDIAN AND ALASKA NATIVE ALONE
2520,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,25-29,AMERICAN INDIAN AND ALASKA NATIVE ALONE
688,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,30-34,AMERICAN INDIAN AND ALASKA NATIVE ALONE
3724,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,35-44,AMERICAN INDIAN AND ALASKA NATIVE ALONE
2996,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,45-54,AMERICAN INDIAN AND ALASKA NATIVE ALONE
1489,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,10-14,AMERICAN INDIAN AND ALASKA NATIVE ALONE
1697,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,15-17,AMERICAN INDIAN AND ALASKA NATIVE ALONE
475,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,18 and 19,AMERICAN INDIAN AND ALASKA NATIVE ALONE
1826,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,20-24,AMERICAN INDIAN AND ALASKA NATIVE ALONE
0,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,85 and over,AMERICAN INDIAN AND ALASKA NATIVE ALONE
20905,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,,AMERICAN INDIAN AND ALASKA NATIVE ALONE
343,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,Under 5,AMERICAN INDIAN AND ALASKA NATIVE ALONE
999,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,5-9,AMERICAN INDIAN AND ALASKA NATIVE ALONE
5082,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,45-54,AMERICAN INDIAN AND ALASKA NATIVE ALONE
1978,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,55-64,AMERICAN INDIAN AND ALASKA NATIVE ALONE
1205,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,65-74,AMERICAN INDIAN AND ALASKA NATIVE ALONE
431,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,75-84,AMERICAN INDIAN AND ALASKA NATIVE ALONE
1266,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,30-34,AMERICAN INDIAN AND ALASKA NATIVE ALONE
3232,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,35-44,AMERICAN INDIAN AND ALASKA NATIVE ALONE
200,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,85 and over,AMERICAN INDIAN AND ALASKA NATIVE ALONE
510,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,75-84,AMERICAN INDIAN AND ALASKA NATIVE ALONE
2605,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,65 and over,AMERICAN INDIAN AND ALASKA NATIVE ALONE
16451,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,18-64,AMERICAN INDIAN AND ALASKA NATIVE ALONE
6762,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,Under 18,AMERICAN INDIAN AND ALASKA NATIVE ALONE
1636,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,65 and over,AMERICAN INDIAN AND ALASKA NATIVE ALONE
13772,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,18-64,AMERICAN INDIAN AND ALASKA NATIVE ALONE
4528,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,Under 18,AMERICAN INDIAN AND ALASKA NATIVE ALONE
30203,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,20-24,ASIAN ALONE
11580,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,18 and 19,ASIAN ALONE
46488,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,25-29,ASIAN ALONE
616817,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,,ASIAN ALONE
1289250,"San Francisco-Oakland-Berkeley, CA Metro Area",,,ASIAN ALONE
29661,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,5-9,ASIAN ALONE
25945,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,Under 5,ASIAN ALONE
19273,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,15-17,ASIAN ALONE
34955,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,10-14,ASIAN ALONE
31029,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,65 and over,BLACK OR AFRICAN AMERICAN ALONE
106902,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,18-64,BLACK OR AFRICAN AMERICAN ALONE
30001,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,Under 18,BLACK OR AFRICAN AMERICAN ALONE
22790,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,65 and over,BLACK OR AFRICAN AMERICAN ALONE
106734,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,18-64,BLACK OR AFRICAN AMERICAN ALONE
31415,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,Under 18,BLACK OR AFRICAN AMERICAN ALONE
19348,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,85 and over,ASIAN ALONE
33123,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,75-84,ASIAN ALONE
57178,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,30-34,ASIAN ALONE
30287,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,5-9,ASIAN ALONE
87839,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,45-54,ASIAN ALONE
102608,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,35-44,ASIAN ALONE
58862,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,65-74,ASIAN ALONE
75315,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,55-64,ASIAN ALONE
12424,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,85 and over,ASIAN ALONE
24486,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,75-84,ASIAN ALONE
25781,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,Under 5,ASIAN ALONE
672433,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,,ASIAN ALONE
11388,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,18 and 19,ASIAN ALONE
18162,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,15-17,ASIAN ALONE
28139,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,10-14,ASIAN ALONE
45399,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,25-29,ASIAN ALONE
29242,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,20-24,ASIAN ALONE
114776,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,35-44,ASIAN ALONE
60676,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,30-34,ASIAN ALONE
87558,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,55-64,ASIAN ALONE
96894,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,45-54,ASIAN ALONE
71660,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,65-74,ASIAN ALONE
21060,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,65 and over,TWO OR MORE RACES
98594,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,Under 18,TWO OR MORE RACES
168614,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,18-64,TWO OR MORE RACES
28328,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,65 and over,TWO OR MORE RACES
100659,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,Under 18,TWO OR MORE RACES
172578,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,18-64,TWO OR MORE RACES
64062,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,45-54,HISPANIC OR LATINO
74176,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,35-44,HISPANIC OR LATINO
28378,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,65-74,HISPANIC OR LATINO
48702,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,55-64,HISPANIC OR LATINO
37120,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,20-24,HISPANIC OR LATINO
16339,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,18 and 19,HISPANIC OR LATINO
39150,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,30-34,HISPANIC OR LATINO
40704,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,25-29,HISPANIC OR LATINO
24334,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,15-17,HISPANIC OR LATINO
42536,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,10-14,HISPANIC OR LATINO
6167,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,85 and over,HISPANIC OR LATINO
14694,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,75-84,HISPANIC OR LATINO
36352,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,Under 5,HISPANIC OR LATINO
39921,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,10-14,HISPANIC OR LATINO
40931,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,5-9,HISPANIC OR LATINO
16119,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,18 and 19,HISPANIC OR LATINO
25829,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,15-17,HISPANIC OR LATINO
40722,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,25-29,HISPANIC OR LATINO
38022,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,20-24,HISPANIC OR LATINO
9872,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,75-84,HISPANIC OR LATINO
24878,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,65-74,HISPANIC OR LATINO
3025,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,85 and over,HISPANIC OR LATINO
83342,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,35-44,HISPANIC OR LATINO
42907,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,30-34,HISPANIC OR LATINO
50203,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,55-64,HISPANIC OR LATINO
70206,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,45-54,HISPANIC OR LATINO
35131,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,5-9,HISPANIC OR LATINO
35219,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,Under 5,HISPANIC OR LATINO
34235,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,Under 5,WHITE ALONE
34535,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,5-9,WHITE ALONE
42662,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,10-14,WHITE ALONE
26429,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,15-17,WHITE ALONE
15927,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,18 and 19,WHITE ALONE
39195,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,20-24,WHITE ALONE
57432,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,25-29,WHITE ALONE
25280,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,15-17,WHITE ALONE
15783,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,18 and 19,WHITE ALONE
52250,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,25-29,WHITE ALONE
40073,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,20-24,WHITE ALONE
64080,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,30-34,WHITE ALONE
115004,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,35-44,WHITE ALONE
115862,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,45-54,WHITE ALONE
131243,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,55-64,WHITE ALONE
117001,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,65-74,WHITE ALONE
67794,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,75-84,WHITE ALONE
28289,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,85 and over,WHITE ALONE
71986,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,30-34,WHITE ALONE
134817,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,35-44,WHITE ALONE
142012,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,55-64,WHITE ALONE
129276,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,45-54,WHITE ALONE
111221,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,65-74,WHITE ALONE
55495,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,75-84,WHITE ALONE
17357,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,85 and over,WHITE ALONE
34334,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,Under 5,WHITE ALONE
35925,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,5-9,WHITE ALONE
35591,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,10-14,WHITE ALONE
109834,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,Under 18,ASIAN ALONE
124131,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,65 and over,ASIAN ALONE
445933,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,18-64,ASIAN ALONE
102369,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,Under 18,ASIAN ALONE
95772,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,65 and over,ASIAN ALONE
411211,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,18-64,ASIAN ALONE
17186,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,Under 5,SOME OTHER RACE ALONE
18512,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,5-9,SOME OTHER RACE ALONE
14951,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,65-74,SOME OTHER RACE ALONE
6886,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,75-84,SOME OTHER RACE ALONE
2695,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,85 and over,SOME OTHER RACE ALONE
17017,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,Under 5,SOME OTHER RACE ALONE
16054,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,5-9,SOME OTHER RACE ALONE
21803,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,10-14,SOME OTHER RACE ALONE
21943,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,30-34,SOME OTHER RACE ALONE
45109,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,35-44,SOME OTHER RACE ALONE
34064,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,45-54,SOME OTHER RACE ALONE
25140,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,55-64,SOME OTHER RACE ALONE
14183,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,15-17,SOME OTHER RACE ALONE
9001,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,18 and 19,SOME OTHER RACE ALONE
18798,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,20-24,SOME OTHER RACE ALONE
23164,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,25-29,SOME OTHER RACE ALONE
22317,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,25-29,SOME OTHER RACE ALONE
22395,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,10-14,SOME OTHER RACE ALONE
12449,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,15-17,SOME OTHER RACE ALONE
8740,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,18 and 19,SOME OTHER RACE ALONE
19825,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,20-24,SOME OTHER RACE ALONE
26112,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,55-64,SOME OTHER RACE ALONE
14315,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,65-74,SOME OTHER RACE ALONE
4650,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,75-84,SOME OTHER RACE ALONE
1245,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,85 and over,SOME OTHER RACE ALONE
23698,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,30-34,SOME OTHER RACE ALONE
46330,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,35-44,SOME OTHER RACE ALONE
37976,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,45-54,SOME OTHER RACE ALONE
1800,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,55-64,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
1671,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,45-54,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
2872,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,35-44,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
1123,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,30-34,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
1315,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,5-9,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
835,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,Under 5,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
232,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,85 and over,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
783,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,75-84,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
891,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,65-74,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
1469,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,30-34,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
1462,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,25-29,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
544,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,20-24,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
402,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,18 and 19,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
562,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,15-17,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
1000,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,10-14,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
1323,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,65-74,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
2930,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,55-64,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
1711,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,45-54,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
2391,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,35-44,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
1138,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,25-29,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
355,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,20-24,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
557,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,18 and 19,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
794,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,15-17,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
1410,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,10-14,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
1146,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,5-9,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
369,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,Under 5,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
816,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,75-84,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
9,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,85 and over,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
207611,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,65 and over,"WHITE ALONE, NOT HISPANIC OR LATINO"
495658,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,18-64,"WHITE ALONE, NOT HISPANIC OR LATINO"
179157,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,65 and over,"WHITE ALONE, NOT HISPANIC OR LATINO"
551828,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,18-64,"WHITE ALONE, NOT HISPANIC OR LATINO"
114036,"San Francisco-Oakland-Berkeley, CA Metro Area",Female,Under 18,"WHITE ALONE, NOT HISPANIC OR LATINO"
121168,"San Francisco-Oakland-Berkeley, CA Metro Area",Male,Under 18,"WHITE ALONE, NOT HISPANIC OR LATINO"
50630,"Detroit-Warren-Dearborn, MI Metro Area",Female,65-74,BLACK OR AFRICAN AMERICAN ALONE
66690,"Detroit-Warren-Dearborn, MI Metro Area",Female,45-54,BLACK OR AFRICAN AMERICAN ALONE
63436,"Detroit-Warren-Dearborn, MI Metro Area",Female,55-64,BLACK OR AFRICAN AMERICAN ALONE
40395,"Detroit-Warren-Dearborn, MI Metro Area",Female,30-34,BLACK OR AFRICAN AMERICAN ALONE
60477,"Detroit-Warren-Dearborn, MI Metro Area",Female,35-44,BLACK OR AFRICAN AMERICAN ALONE
11153,"Detroit-Warren-Dearborn, MI Metro Area",Female,18 and 19,BLACK OR AFRICAN AMERICAN ALONE
32198,"Detroit-Warren-Dearborn, MI Metro Area",Female,20-24,BLACK OR AFRICAN AMERICAN ALONE
39279,"Detroit-Warren-Dearborn, MI Metro Area",Female,25-29,BLACK OR AFRICAN AMERICAN ALONE
32639,"Detroit-Warren-Dearborn, MI Metro Area",Female,10-14,BLACK OR AFRICAN AMERICAN ALONE
17699,"Detroit-Warren-Dearborn, MI Metro Area",Female,15-17,BLACK OR AFRICAN AMERICAN ALONE
31255,"Detroit-Warren-Dearborn, MI Metro Area",Female,5-9,BLACK OR AFRICAN AMERICAN ALONE
509441,"Detroit-Warren-Dearborn, MI Metro Area",Female,,BLACK OR AFRICAN AMERICAN ALONE
31070,"Detroit-Warren-Dearborn, MI Metro Area",Female,Under 5,BLACK OR AFRICAN AMERICAN ALONE
14607,"Detroit-Warren-Dearborn, MI Metro Area",Male,75-84,BLACK OR AFRICAN AMERICAN ALONE
4040,"Detroit-Warren-Dearborn, MI Metro Area",Male,85 and over,BLACK OR AFRICAN AMERICAN ALONE
50944,"Detroit-Warren-Dearborn, MI Metro Area",Male,55-64,BLACK OR AFRICAN AMERICAN ALONE
