population,msa,gender,edu,race
2648,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,GED or alternative credential,TWO OR MORE RACES
5211,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Less than 9th grade,TWO OR MORE RACES
3997,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,"9th to 12th grade, no diploma",TWO OR MORE RACES
435,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Bachelor's degree or higher,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
1538,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Some college or associate's degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
3857,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
730,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Less than high school diploma,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
1154,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,High school graduate (includes equivalency),NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
788,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Less than high school diploma,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
1227,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,High school graduate (includes equivalency),NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
1452,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Some college or associate's degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
661,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Bachelor's degree or higher,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
7985,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",,,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
4128,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
221498,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Some college or associate's degree,WHITE ALONE
136690,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,High school graduate (includes equivalency),WHITE ALONE
31662,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Less than high school diploma,WHITE ALONE
283665,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Bachelor's degree or higher,WHITE ALONE
212548,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Some college or associate's degree,WHITE ALONE
24649,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Less than high school diploma,WHITE ALONE
127542,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,High school graduate (includes equivalency),WHITE ALONE
8233,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Some college or associate's degree,SOME OTHER RACE ALONE
10667,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Bachelor's degree or higher,SOME OTHER RACE ALONE
10152,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Less than high school diploma,SOME OTHER RACE ALONE
10738,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,High school graduate (includes equivalency),SOME OTHER RACE ALONE
6345,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Bachelor's degree or higher,SOME OTHER RACE ALONE
9875,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,High school graduate (includes equivalency),SOME OTHER RACE ALONE
11349,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Some college or associate's degree,SOME OTHER RACE ALONE
14901,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Less than high school diploma,SOME OTHER RACE ALONE
313643,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Bachelor's degree or higher,WHITE ALONE
7747,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,,AMERICAN INDIAN AND ALASKA NATIVE ALONE
738,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Graduate or professional degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
437,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Less than 9th grade,AMERICAN INDIAN AND ALASKA NATIVE ALONE
9024,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,,AMERICAN INDIAN AND ALASKA NATIVE ALONE
16771,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",,,AMERICAN INDIAN AND ALASKA NATIVE ALONE
2559,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,"Some college, no degree",AMERICAN INDIAN AND ALASKA NATIVE ALONE
1373,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,GED or alternative credential,AMERICAN INDIAN AND ALASKA NATIVE ALONE
2072,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Regular high school diploma,AMERICAN INDIAN AND ALASKA NATIVE ALONE
495,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,"9th to 12th grade, no diploma",AMERICAN INDIAN AND ALASKA NATIVE ALONE
653,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Bachelor's degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
697,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Associate's degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
628,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,GED or alternative credential,AMERICAN INDIAN AND ALASKA NATIVE ALONE
916,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Regular high school diploma,AMERICAN INDIAN AND ALASKA NATIVE ALONE
912,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,"9th to 12th grade, no diploma",AMERICAN INDIAN AND ALASKA NATIVE ALONE
780,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Less than 9th grade,AMERICAN INDIAN AND ALASKA NATIVE ALONE
849,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Graduate or professional degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
480,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Bachelor's degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
640,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Associate's degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
2542,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,"Some college, no degree",AMERICAN INDIAN AND ALASKA NATIVE ALONE
117782,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Graduate or professional degree,"WHITE ALONE, NOT HISPANIC OR LATINO"
32035,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,GED or alternative credential,"WHITE ALONE, NOT HISPANIC OR LATINO"
100858,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Regular high school diploma,"WHITE ALONE, NOT HISPANIC OR LATINO"
22206,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,"9th to 12th grade, no diploma","WHITE ALONE, NOT HISPANIC OR LATINO"
6563,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Less than 9th grade,"WHITE ALONE, NOT HISPANIC OR LATINO"
649487,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,,"WHITE ALONE, NOT HISPANIC OR LATINO"
1321196,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",,,"WHITE ALONE, NOT HISPANIC OR LATINO"
103436,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Graduate or professional degree,"WHITE ALONE, NOT HISPANIC OR LATINO"
189680,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Bachelor's degree,"WHITE ALONE, NOT HISPANIC OR LATINO"
63178,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Associate's degree,"WHITE ALONE, NOT HISPANIC OR LATINO"
154112,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,"Some college, no degree","WHITE ALONE, NOT HISPANIC OR LATINO"
18948,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,GED or alternative credential,"WHITE ALONE, NOT HISPANIC OR LATINO"
105170,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Regular high school diploma,"WHITE ALONE, NOT HISPANIC OR LATINO"
17669,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,"9th to 12th grade, no diploma","WHITE ALONE, NOT HISPANIC OR LATINO"
5170,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Less than 9th grade,"WHITE ALONE, NOT HISPANIC OR LATINO"
671709,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,,"WHITE ALONE, NOT HISPANIC OR LATINO"
176043,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Bachelor's degree,"WHITE ALONE, NOT HISPANIC OR LATINO"
56385,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Associate's degree,"WHITE ALONE, NOT HISPANIC OR LATINO"
151961,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,"Some college, no degree","WHITE ALONE, NOT HISPANIC OR LATINO"
16510,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Graduate or professional degree,ASIAN ALONE
5308,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Less than 9th grade,ASIAN ALONE
9052,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Regular high school diploma,ASIAN ALONE
4467,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,"9th to 12th grade, no diploma",ASIAN ALONE
8975,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,"Some college, no degree",ASIAN ALONE
1355,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,GED or alternative credential,ASIAN ALONE
20243,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Bachelor's degree,ASIAN ALONE
6558,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Associate's degree,ASIAN ALONE
15550,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Graduate or professional degree,ASIAN ALONE
2495,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,"9th to 12th grade, no diploma",ASIAN ALONE
4198,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Less than 9th grade,ASIAN ALONE
1383,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,GED or alternative credential,ASIAN ALONE
6293,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Regular high school diploma,ASIAN ALONE
4209,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Associate's degree,ASIAN ALONE
7921,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,"Some college, no degree",ASIAN ALONE
16934,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Bachelor's degree,ASIAN ALONE
6501,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Bachelor's degree or higher,BLACK OR AFRICAN AMERICAN ALONE
9029,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Some college or associate's degree,BLACK OR AFRICAN AMERICAN ALONE
10045,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Some college or associate's degree,BLACK OR AFRICAN AMERICAN ALONE
7031,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,High school graduate (includes equivalency),BLACK OR AFRICAN AMERICAN ALONE
1257,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Less than high school diploma,BLACK OR AFRICAN AMERICAN ALONE
4308,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,High school graduate (includes equivalency),BLACK OR AFRICAN AMERICAN ALONE
2321,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Less than high school diploma,BLACK OR AFRICAN AMERICAN ALONE
6699,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Bachelor's degree or higher,BLACK OR AFRICAN AMERICAN ALONE
8979,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Graduate or professional degree,HISPANIC OR LATINO
15912,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Bachelor's degree,HISPANIC OR LATINO
3242,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,GED or alternative credential,HISPANIC OR LATINO
15762,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Regular high school diploma,HISPANIC OR LATINO
6355,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Associate's degree,HISPANIC OR LATINO
17154,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,"Some college, no degree",HISPANIC OR LATINO
9208,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Less than high school diploma,TWO OR MORE RACES
26713,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Bachelor's degree or higher,TWO OR MORE RACES
27127,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Some college or associate's degree,TWO OR MORE RACES
17281,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,High school graduate (includes equivalency),TWO OR MORE RACES
9386,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Less than high school diploma,TWO OR MORE RACES
12356,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,High school graduate (includes equivalency),TWO OR MORE RACES
29859,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Bachelor's degree or higher,TWO OR MORE RACES
25473,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Some college or associate's degree,TWO OR MORE RACES
19999,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,"Some college, no degree",HISPANIC OR LATINO
4813,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,GED or alternative credential,HISPANIC OR LATINO
11342,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Bachelor's degree,HISPANIC OR LATINO
5128,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Associate's degree,HISPANIC OR LATINO
15565,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Less than 9th grade,HISPANIC OR LATINO
19727,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Regular high school diploma,HISPANIC OR LATINO
9760,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,"9th to 12th grade, no diploma",HISPANIC OR LATINO
6872,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Graduate or professional degree,HISPANIC OR LATINO
5889,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,"9th to 12th grade, no diploma",HISPANIC OR LATINO
13793,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Less than 9th grade,HISPANIC OR LATINO
1391,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Bachelor's degree or higher,AMERICAN INDIAN AND ALASKA NATIVE ALONE
3256,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Some college or associate's degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
1692,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Less than high school diploma,AMERICAN INDIAN AND ALASKA NATIVE ALONE
1544,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,High school graduate (includes equivalency),AMERICAN INDIAN AND ALASKA NATIVE ALONE
3445,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,High school graduate (includes equivalency),AMERICAN INDIAN AND ALASKA NATIVE ALONE
932,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Less than high school diploma,AMERICAN INDIAN AND ALASKA NATIVE ALONE
1107,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,"Some college, no degree",NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
431,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Associate's degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
1021,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Regular high school diploma,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
133,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,GED or alternative credential,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
366,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Less than 9th grade,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
364,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,"9th to 12th grade, no diploma",NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
379,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Graduate or professional degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
3182,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Some college or associate's degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
1329,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Bachelor's degree or higher,AMERICAN INDIAN AND ALASKA NATIVE ALONE
337,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Bachelor's degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
98,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Graduate or professional degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
489,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,"9th to 12th grade, no diploma",NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
1227,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Regular high school diploma,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
299,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Less than 9th grade,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
100,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Associate's degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
282,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Bachelor's degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
0,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,GED or alternative credential,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
1352,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,"Some college, no degree",NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
28769,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Less than high school diploma,"WHITE ALONE, NOT HISPANIC OR LATINO"
124118,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,High school graduate (includes equivalency),"WHITE ALONE, NOT HISPANIC OR LATINO"
22839,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Less than high school diploma,"WHITE ALONE, NOT HISPANIC OR LATINO"
208346,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Some college or associate's degree,"WHITE ALONE, NOT HISPANIC OR LATINO"
132893,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,High school graduate (includes equivalency),"WHITE ALONE, NOT HISPANIC OR LATINO"
279479,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Male,Bachelor's degree or higher,"WHITE ALONE, NOT HISPANIC OR LATINO"
307462,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Bachelor's degree or higher,"WHITE ALONE, NOT HISPANIC OR LATINO"
217290,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Female,Some college or associate's degree,"WHITE ALONE, NOT HISPANIC OR LATINO"
83996,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Regular high school diploma,WHITE ALONE
9230,"Sacramento-Roseville-Folsom, CA Metro Area",Female,GED or alternative credential,WHITE ALONE
118431,"Sacramento-Roseville-Folsom, CA Metro Area",Female,"Some college, no degree",WHITE ALONE
57722,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Associate's degree,WHITE ALONE
120408,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Bachelor's degree,WHITE ALONE
71461,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Graduate or professional degree,WHITE ALONE
69461,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Graduate or professional degree,WHITE ALONE
483273,"Sacramento-Roseville-Folsom, CA Metro Area",Female,,WHITE ALONE
7315,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Less than 9th grade,WHITE ALONE
14710,"Sacramento-Roseville-Folsom, CA Metro Area",Female,"9th to 12th grade, no diploma",WHITE ALONE
455335,"Sacramento-Roseville-Folsom, CA Metro Area",Male,,WHITE ALONE
8341,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Less than 9th grade,WHITE ALONE
17384,"Sacramento-Roseville-Folsom, CA Metro Area",Male,"9th to 12th grade, no diploma",WHITE ALONE
80030,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Regular high school diploma,WHITE ALONE
16629,"Sacramento-Roseville-Folsom, CA Metro Area",Male,GED or alternative credential,WHITE ALONE
104432,"Sacramento-Roseville-Folsom, CA Metro Area",Male,"Some college, no degree",WHITE ALONE
42521,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Associate's degree,WHITE ALONE
116537,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Bachelor's degree,WHITE ALONE
938608,"Sacramento-Roseville-Folsom, CA Metro Area",,,WHITE ALONE
29617,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Some college or associate's degree,ASIAN ALONE
58094,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Bachelor's degree or higher,ASIAN ALONE
21668,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Less than high school diploma,ASIAN ALONE
20934,"Sacramento-Roseville-Folsom, CA Metro Area",Female,High school graduate (includes equivalency),ASIAN ALONE
48178,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Bachelor's degree or higher,ASIAN ALONE
130313,"Sacramento-Roseville-Folsom, CA Metro Area",Female,,ASIAN ALONE
19280,"Sacramento-Roseville-Folsom, CA Metro Area",Male,High school graduate (includes equivalency),ASIAN ALONE
26313,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Some college or associate's degree,ASIAN ALONE
108936,"Sacramento-Roseville-Folsom, CA Metro Area",Male,,ASIAN ALONE
15165,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Less than high school diploma,ASIAN ALONE
239249,"Sacramento-Roseville-Folsom, CA Metro Area",,,ASIAN ALONE
6661,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Associate's degree,SOME OTHER RACE ALONE
8009,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Bachelor's degree,SOME OTHER RACE ALONE
4266,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Graduate or professional degree,SOME OTHER RACE ALONE
7261,"Sacramento-Roseville-Folsom, CA Metro Area",Female,"9th to 12th grade, no diploma",SOME OTHER RACE ALONE
16568,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Regular high school diploma,SOME OTHER RACE ALONE
2849,"Sacramento-Roseville-Folsom, CA Metro Area",Female,GED or alternative credential,SOME OTHER RACE ALONE
13497,"Sacramento-Roseville-Folsom, CA Metro Area",Female,"Some college, no degree",SOME OTHER RACE ALONE
2422,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Graduate or professional degree,SOME OTHER RACE ALONE
74074,"Sacramento-Roseville-Folsom, CA Metro Area",Female,,SOME OTHER RACE ALONE
14963,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Less than 9th grade,SOME OTHER RACE ALONE
8547,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Bachelor's degree,SOME OTHER RACE ALONE
20286,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Regular high school diploma,SOME OTHER RACE ALONE
3825,"Sacramento-Roseville-Folsom, CA Metro Area",Male,GED or alternative credential,SOME OTHER RACE ALONE
14695,"Sacramento-Roseville-Folsom, CA Metro Area",Male,"Some college, no degree",SOME OTHER RACE ALONE
3839,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Associate's degree,SOME OTHER RACE ALONE
150663,"Sacramento-Roseville-Folsom, CA Metro Area",,,SOME OTHER RACE ALONE
76589,"Sacramento-Roseville-Folsom, CA Metro Area",Male,,SOME OTHER RACE ALONE
14592,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Less than 9th grade,SOME OTHER RACE ALONE
8383,"Sacramento-Roseville-Folsom, CA Metro Area",Male,"9th to 12th grade, no diploma",SOME OTHER RACE ALONE
50559,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Some college or associate's degree,HISPANIC OR LATINO
38406,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Bachelor's degree or higher,HISPANIC OR LATINO
157070,"Sacramento-Roseville-Folsom, CA Metro Area",Male,,HISPANIC OR LATINO
315608,"Sacramento-Roseville-Folsom, CA Metro Area",,,HISPANIC OR LATINO
30857,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Bachelor's degree or higher,HISPANIC OR LATINO
44101,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Some college or associate's degree,HISPANIC OR LATINO
42466,"Sacramento-Roseville-Folsom, CA Metro Area",Male,High school graduate (includes equivalency),HISPANIC OR LATINO
39646,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Less than high school diploma,HISPANIC OR LATINO
37228,"Sacramento-Roseville-Folsom, CA Metro Area",Female,High school graduate (includes equivalency),HISPANIC OR LATINO
32345,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Less than high school diploma,HISPANIC OR LATINO
158538,"Sacramento-Roseville-Folsom, CA Metro Area",Female,,HISPANIC OR LATINO
55289,"Sacramento-Roseville-Folsom, CA Metro Area",Male,,BLACK OR AFRICAN AMERICAN ALONE
112295,"Sacramento-Roseville-Folsom, CA Metro Area",,,BLACK OR AFRICAN AMERICAN ALONE
5892,"Sacramento-Roseville-Folsom, CA Metro Area",Male,"9th to 12th grade, no diploma",BLACK OR AFRICAN AMERICAN ALONE
588,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Less than 9th grade,BLACK OR AFRICAN AMERICAN ALONE
8245,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Bachelor's degree,BLACK OR AFRICAN AMERICAN ALONE
2514,"Sacramento-Roseville-Folsom, CA Metro Area",Male,GED or alternative credential,BLACK OR AFRICAN AMERICAN ALONE
12597,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Regular high school diploma,BLACK OR AFRICAN AMERICAN ALONE
5125,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Associate's degree,BLACK OR AFRICAN AMERICAN ALONE
15783,"Sacramento-Roseville-Folsom, CA Metro Area",Male,"Some college, no degree",BLACK OR AFRICAN AMERICAN ALONE
7751,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Regular high school diploma,BLACK OR AFRICAN AMERICAN ALONE
2586,"Sacramento-Roseville-Folsom, CA Metro Area",Female,"9th to 12th grade, no diploma",BLACK OR AFRICAN AMERICAN ALONE
20894,"Sacramento-Roseville-Folsom, CA Metro Area",Female,"Some college, no degree",BLACK OR AFRICAN AMERICAN ALONE
1831,"Sacramento-Roseville-Folsom, CA Metro Area",Female,GED or alternative credential,BLACK OR AFRICAN AMERICAN ALONE
4545,"Sacramento-Roseville-Folsom, CA Metro Area",Male,Graduate or professional degree,BLACK OR AFRICAN AMERICAN ALONE
1511,"Sacramento-Roseville-Folsom, CA Metro Area",Female,Less than 9th grade,BLACK OR AFRICAN AMERICAN ALONE
57006,"Sacramento-Roseville-Folsom, CA Metro Area",Female,,BLACK OR AFRICAN AMERICAN ALONE
