population,msa,gender,edu,race
,"Louisville/Jefferson County, KY-IN Metro Area",Male,Less than high school diploma,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Female,"Some college, no degree",NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Female,Associate's degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Female,Regular high school diploma,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Female,GED or alternative credential,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Female,Less than 9th grade,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Female,"9th to 12th grade, no diploma",NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Male,Graduate or professional degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Female,Some college or associate's degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Female,Bachelor's degree or higher,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Female,Bachelor's degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Female,Graduate or professional degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Male,"9th to 12th grade, no diploma",NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Male,Regular high school diploma,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Male,Less than 9th grade,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Male,Associate's degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Male,Bachelor's degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Male,GED or alternative credential,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"Louisville/Jefferson County, KY-IN Metro Area",Male,"Some college, no degree",NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
26290,"Louisville/Jefferson County, KY-IN Metro Area",Male,Less than high school diploma,"WHITE ALONE, NOT HISPANIC OR LATINO"
100852,"Louisville/Jefferson County, KY-IN Metro Area",Female,High school graduate (includes equivalency),"WHITE ALONE, NOT HISPANIC OR LATINO"
22539,"Louisville/Jefferson County, KY-IN Metro Area",Female,Less than high school diploma,"WHITE ALONE, NOT HISPANIC OR LATINO"
89124,"Louisville/Jefferson County, KY-IN Metro Area",Male,Some college or associate's degree,"WHITE ALONE, NOT HISPANIC OR LATINO"
104049,"Louisville/Jefferson County, KY-IN Metro Area",Male,High school graduate (includes equivalency),"WHITE ALONE, NOT HISPANIC OR LATINO"
112329,"Louisville/Jefferson County, KY-IN Metro Area",Male,Bachelor's degree or higher,"WHITE ALONE, NOT HISPANIC OR LATINO"
129844,"Louisville/Jefferson County, KY-IN Metro Area",Female,Bachelor's degree or higher,"WHITE ALONE, NOT HISPANIC OR LATINO"
100056,"Louisville/Jefferson County, KY-IN Metro Area",Female,Some college or associate's degree,"WHITE ALONE, NOT HISPANIC OR LATINO"
56450,"Salt Lake City, UT Metro Area",Female,Regular high school diploma,WHITE ALONE
9705,"Salt Lake City, UT Metro Area",Female,GED or alternative credential,WHITE ALONE
80113,"Salt Lake City, UT Metro Area",Female,"Some college, no degree",WHITE ALONE
32734,"Salt Lake City, UT Metro Area",Female,Associate's degree,WHITE ALONE
77743,"Salt Lake City, UT Metro Area",Female,Bachelor's degree,WHITE ALONE
38459,"Salt Lake City, UT Metro Area",Female,Graduate or professional degree,WHITE ALONE
47352,"Salt Lake City, UT Metro Area",Male,Graduate or professional degree,WHITE ALONE
306667,"Salt Lake City, UT Metro Area",Female,,WHITE ALONE
3519,"Salt Lake City, UT Metro Area",Female,Less than 9th grade,WHITE ALONE
7944,"Salt Lake City, UT Metro Area",Female,"9th to 12th grade, no diploma",WHITE ALONE
307503,"Salt Lake City, UT Metro Area",Male,,WHITE ALONE
4307,"Salt Lake City, UT Metro Area",Male,Less than 9th grade,WHITE ALONE
11420,"Salt Lake City, UT Metro Area",Male,"9th to 12th grade, no diploma",WHITE ALONE
53391,"Salt Lake City, UT Metro Area",Male,Regular high school diploma,WHITE ALONE
9839,"Salt Lake City, UT Metro Area",Male,GED or alternative credential,WHITE ALONE
75517,"Salt Lake City, UT Metro Area",Male,"Some college, no degree",WHITE ALONE
25337,"Salt Lake City, UT Metro Area",Male,Associate's degree,WHITE ALONE
80340,"Salt Lake City, UT Metro Area",Male,Bachelor's degree,WHITE ALONE
614170,"Salt Lake City, UT Metro Area",,,WHITE ALONE
3446,"Salt Lake City, UT Metro Area",Female,Some college or associate's degree,ASIAN ALONE
7473,"Salt Lake City, UT Metro Area",Female,Bachelor's degree or higher,ASIAN ALONE
2803,"Salt Lake City, UT Metro Area",Female,Less than high school diploma,ASIAN ALONE
4526,"Salt Lake City, UT Metro Area",Female,High school graduate (includes equivalency),ASIAN ALONE
8791,"Salt Lake City, UT Metro Area",Male,Bachelor's degree or higher,ASIAN ALONE
18248,"Salt Lake City, UT Metro Area",Female,,ASIAN ALONE
3558,"Salt Lake City, UT Metro Area",Male,High school graduate (includes equivalency),ASIAN ALONE
3509,"Salt Lake City, UT Metro Area",Male,Some college or associate's degree,ASIAN ALONE
18216,"Salt Lake City, UT Metro Area",Male,,ASIAN ALONE
2358,"Salt Lake City, UT Metro Area",Male,Less than high school diploma,ASIAN ALONE
36464,"Salt Lake City, UT Metro Area",,,ASIAN ALONE
1404,"Salt Lake City, UT Metro Area",Female,Associate's degree,SOME OTHER RACE ALONE
2942,"Salt Lake City, UT Metro Area",Female,Bachelor's degree,SOME OTHER RACE ALONE
1292,"Salt Lake City, UT Metro Area",Female,Graduate or professional degree,SOME OTHER RACE ALONE
3409,"Salt Lake City, UT Metro Area",Female,"9th to 12th grade, no diploma",SOME OTHER RACE ALONE
8530,"Salt Lake City, UT Metro Area",Female,Regular high school diploma,SOME OTHER RACE ALONE
912,"Salt Lake City, UT Metro Area",Female,GED or alternative credential,SOME OTHER RACE ALONE
4443,"Salt Lake City, UT Metro Area",Female,"Some college, no degree",SOME OTHER RACE ALONE
489,"Salt Lake City, UT Metro Area",Male,Graduate or professional degree,SOME OTHER RACE ALONE
27473,"Salt Lake City, UT Metro Area",Female,,SOME OTHER RACE ALONE
4541,"Salt Lake City, UT Metro Area",Female,Less than 9th grade,SOME OTHER RACE ALONE
2791,"Salt Lake City, UT Metro Area",Male,Bachelor's degree,SOME OTHER RACE ALONE
9553,"Salt Lake City, UT Metro Area",Male,Regular high school diploma,SOME OTHER RACE ALONE
1492,"Salt Lake City, UT Metro Area",Male,GED or alternative credential,SOME OTHER RACE ALONE
4438,"Salt Lake City, UT Metro Area",Male,"Some college, no degree",SOME OTHER RACE ALONE
2512,"Salt Lake City, UT Metro Area",Male,Associate's degree,SOME OTHER RACE ALONE
58299,"Salt Lake City, UT Metro Area",,,SOME OTHER RACE ALONE
30826,"Salt Lake City, UT Metro Area",Male,,SOME OTHER RACE ALONE
5775,"Salt Lake City, UT Metro Area",Male,Less than 9th grade,SOME OTHER RACE ALONE
3776,"Salt Lake City, UT Metro Area",Male,"9th to 12th grade, no diploma",SOME OTHER RACE ALONE
14838,"Salt Lake City, UT Metro Area",Female,Some college or associate's degree,HISPANIC OR LATINO
11709,"Salt Lake City, UT Metro Area",Female,Bachelor's degree or higher,HISPANIC OR LATINO
65929,"Salt Lake City, UT Metro Area",Male,,HISPANIC OR LATINO
127746,"Salt Lake City, UT Metro Area",,,HISPANIC OR LATINO
10835,"Salt Lake City, UT Metro Area",Male,Bachelor's degree or higher,HISPANIC OR LATINO
15993,"Salt Lake City, UT Metro Area",Male,Some college or associate's degree,HISPANIC OR LATINO
20931,"Salt Lake City, UT Metro Area",Male,High school graduate (includes equivalency),HISPANIC OR LATINO
18170,"Salt Lake City, UT Metro Area",Male,Less than high school diploma,HISPANIC OR LATINO
20870,"Salt Lake City, UT Metro Area",Female,High school graduate (includes equivalency),HISPANIC OR LATINO
14400,"Salt Lake City, UT Metro Area",Female,Less than high school diploma,HISPANIC OR LATINO
61817,"Salt Lake City, UT Metro Area",Female,,HISPANIC OR LATINO
6027,"Salt Lake City, UT Metro Area",Male,,BLACK OR AFRICAN AMERICAN ALONE
10778,"Salt Lake City, UT Metro Area",,,BLACK OR AFRICAN AMERICAN ALONE
501,"Salt Lake City, UT Metro Area",Male,"9th to 12th grade, no diploma",BLACK OR AFRICAN AMERICAN ALONE
72,"Salt Lake City, UT Metro Area",Male,Less than 9th grade,BLACK OR AFRICAN AMERICAN ALONE
1202,"Salt Lake City, UT Metro Area",Male,Bachelor's degree,BLACK OR AFRICAN AMERICAN ALONE
349,"Salt Lake City, UT Metro Area",Male,GED or alternative credential,BLACK OR AFRICAN AMERICAN ALONE
1548,"Salt Lake City, UT Metro Area",Male,Regular high school diploma,BLACK OR AFRICAN AMERICAN ALONE
0,"Salt Lake City, UT Metro Area",Male,Associate's degree,BLACK OR AFRICAN AMERICAN ALONE
1639,"Salt Lake City, UT Metro Area",Male,"Some college, no degree",BLACK OR AFRICAN AMERICAN ALONE
1136,"Salt Lake City, UT Metro Area",Female,Regular high school diploma,BLACK OR AFRICAN AMERICAN ALONE
513,"Salt Lake City, UT Metro Area",Female,"9th to 12th grade, no diploma",BLACK OR AFRICAN AMERICAN ALONE
877,"Salt Lake City, UT Metro Area",Female,"Some college, no degree",BLACK OR AFRICAN AMERICAN ALONE
51,"Salt Lake City, UT Metro Area",Female,GED or alternative credential,BLACK OR AFRICAN AMERICAN ALONE
716,"Salt Lake City, UT Metro Area",Male,Graduate or professional degree,BLACK OR AFRICAN AMERICAN ALONE
499,"Salt Lake City, UT Metro Area",Female,Less than 9th grade,BLACK OR AFRICAN AMERICAN ALONE
4751,"Salt Lake City, UT Metro Area",Female,,BLACK OR AFRICAN AMERICAN ALONE
722,"Salt Lake City, UT Metro Area",Female,Bachelor's degree,BLACK OR AFRICAN AMERICAN ALONE
519,"Salt Lake City, UT Metro Area",Female,Associate's degree,BLACK OR AFRICAN AMERICAN ALONE
434,"Salt Lake City, UT Metro Area",Female,Graduate or professional degree,BLACK OR AFRICAN AMERICAN ALONE
2327,"Salt Lake City, UT Metro Area",Male,GED or alternative credential,TWO OR MORE RACES
7937,"Salt Lake City, UT Metro Area",Male,"Some college, no degree",TWO OR MORE RACES
3261,"Salt Lake City, UT Metro Area",Male,"9th to 12th grade, no diploma",TWO OR MORE RACES
6508,"Salt Lake City, UT Metro Area",Male,Regular high school diploma,TWO OR MORE RACES
2056,"Salt Lake City, UT Metro Area",Male,Associate's degree,TWO OR MORE RACES
5882,"Salt Lake City, UT Metro Area",Male,Bachelor's degree,TWO OR MORE RACES
34479,"Salt Lake City, UT Metro Area",Male,,TWO OR MORE RACES
3579,"Salt Lake City, UT Metro Area",Male,Less than 9th grade,TWO OR MORE RACES
71861,"Salt Lake City, UT Metro Area",,,TWO OR MORE RACES
6831,"Salt Lake City, UT Metro Area",Female,Bachelor's degree,TWO OR MORE RACES
3315,"Salt Lake City, UT Metro Area",Female,Graduate or professional degree,TWO OR MORE RACES
9632,"Salt Lake City, UT Metro Area",Female,"Some college, no degree",TWO OR MORE RACES
2839,"Salt Lake City, UT Metro Area",Female,Associate's degree,TWO OR MORE RACES
2929,"Salt Lake City, UT Metro Area",Male,Graduate or professional degree,TWO OR MORE RACES
37382,"Salt Lake City, UT Metro Area",Female,,TWO OR MORE RACES
8005,"Salt Lake City, UT Metro Area",Female,Regular high school diploma,TWO OR MORE RACES
1393,"Salt Lake City, UT Metro Area",Female,GED or alternative credential,TWO OR MORE RACES
1984,"Salt Lake City, UT Metro Area",Female,Less than 9th grade,TWO OR MORE RACES
3383,"Salt Lake City, UT Metro Area",Female,"9th to 12th grade, no diploma",TWO OR MORE RACES
694,"Salt Lake City, UT Metro Area",Female,Bachelor's degree or higher,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
1670,"Salt Lake City, UT Metro Area",Female,Some college or associate's degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
4924,"Salt Lake City, UT Metro Area",Female,,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
187,"Salt Lake City, UT Metro Area",Female,Less than high school diploma,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
2373,"Salt Lake City, UT Metro Area",Female,High school graduate (includes equivalency),NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
160,"Salt Lake City, UT Metro Area",Male,Less than high school diploma,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
2467,"Salt Lake City, UT Metro Area",Male,High school graduate (includes equivalency),NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
1895,"Salt Lake City, UT Metro Area",Male,Some college or associate's degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
658,"Salt Lake City, UT Metro Area",Male,Bachelor's degree or higher,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
10104,"Salt Lake City, UT Metro Area",,,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
5180,"Salt Lake City, UT Metro Area",Male,,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
112847,"Salt Lake City, UT Metro Area",Female,Some college or associate's degree,WHITE ALONE
63230,"Salt Lake City, UT Metro Area",Male,High school graduate (includes equivalency),WHITE ALONE
15727,"Salt Lake City, UT Metro Area",Male,Less than high school diploma,WHITE ALONE
127692,"Salt Lake City, UT Metro Area",Male,Bachelor's degree or higher,WHITE ALONE
100854,"Salt Lake City, UT Metro Area",Male,Some college or associate's degree,WHITE ALONE
11463,"Salt Lake City, UT Metro Area",Female,Less than high school diploma,WHITE ALONE
66155,"Salt Lake City, UT Metro Area",Female,High school graduate (includes equivalency),WHITE ALONE
5847,"Salt Lake City, UT Metro Area",Female,Some college or associate's degree,SOME OTHER RACE ALONE
4234,"Salt Lake City, UT Metro Area",Female,Bachelor's degree or higher,SOME OTHER RACE ALONE
7950,"Salt Lake City, UT Metro Area",Female,Less than high school diploma,SOME OTHER RACE ALONE
9442,"Salt Lake City, UT Metro Area",Female,High school graduate (includes equivalency),SOME OTHER RACE ALONE
3280,"Salt Lake City, UT Metro Area",Male,Bachelor's degree or higher,SOME OTHER RACE ALONE
11045,"Salt Lake City, UT Metro Area",Male,High school graduate (includes equivalency),SOME OTHER RACE ALONE
6950,"Salt Lake City, UT Metro Area",Male,Some college or associate's degree,SOME OTHER RACE ALONE
9551,"Salt Lake City, UT Metro Area",Male,Less than high school diploma,SOME OTHER RACE ALONE
116202,"Salt Lake City, UT Metro Area",Female,Bachelor's degree or higher,WHITE ALONE
4202,"Salt Lake City, UT Metro Area",Female,,AMERICAN INDIAN AND ALASKA NATIVE ALONE
241,"Salt Lake City, UT Metro Area",Male,Graduate or professional degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
154,"Salt Lake City, UT Metro Area",Male,Less than 9th grade,AMERICAN INDIAN AND ALASKA NATIVE ALONE
4048,"Salt Lake City, UT Metro Area",Male,,AMERICAN INDIAN AND ALASKA NATIVE ALONE
8250,"Salt Lake City, UT Metro Area",,,AMERICAN INDIAN AND ALASKA NATIVE ALONE
758,"Salt Lake City, UT Metro Area",Male,"Some college, no degree",AMERICAN INDIAN AND ALASKA NATIVE ALONE
274,"Salt Lake City, UT Metro Area",Male,GED or alternative credential,AMERICAN INDIAN AND ALASKA NATIVE ALONE
1058,"Salt Lake City, UT Metro Area",Male,Regular high school diploma,AMERICAN INDIAN AND ALASKA NATIVE ALONE
752,"Salt Lake City, UT Metro Area",Male,"9th to 12th grade, no diploma",AMERICAN INDIAN AND ALASKA NATIVE ALONE
377,"Salt Lake City, UT Metro Area",Male,Bachelor's degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
434,"Salt Lake City, UT Metro Area",Male,Associate's degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
83,"Salt Lake City, UT Metro Area",Female,GED or alternative credential,AMERICAN INDIAN AND ALASKA NATIVE ALONE
788,"Salt Lake City, UT Metro Area",Female,Regular high school diploma,AMERICAN INDIAN AND ALASKA NATIVE ALONE
824,"Salt Lake City, UT Metro Area",Female,"9th to 12th grade, no diploma",AMERICAN INDIAN AND ALASKA NATIVE ALONE
33,"Salt Lake City, UT Metro Area",Female,Less than 9th grade,AMERICAN INDIAN AND ALASKA NATIVE ALONE
315,"Salt Lake City, UT Metro Area",Female,Graduate or professional degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
1045,"Salt Lake City, UT Metro Area",Female,Bachelor's degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
377,"Salt Lake City, UT Metro Area",Female,Associate's degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
737,"Salt Lake City, UT Metro Area",Female,"Some college, no degree",AMERICAN INDIAN AND ALASKA NATIVE ALONE
37907,"Salt Lake City, UT Metro Area",Female,Graduate or professional degree,"WHITE ALONE, NOT HISPANIC OR LATINO"
9473,"Salt Lake City, UT Metro Area",Male,GED or alternative credential,"WHITE ALONE, NOT HISPANIC OR LATINO"
51424,"Salt Lake City, UT Metro Area",Male,Regular high school diploma,"WHITE ALONE, NOT HISPANIC OR LATINO"
10889,"Salt Lake City, UT Metro Area",Male,"9th to 12th grade, no diploma","WHITE ALONE, NOT HISPANIC OR LATINO"
2907,"Salt Lake City, UT Metro Area",Male,Less than 9th grade,"WHITE ALONE, NOT HISPANIC OR LATINO"
297052,"Salt Lake City, UT Metro Area",Male,,"WHITE ALONE, NOT HISPANIC OR LATINO"
594322,"Salt Lake City, UT Metro Area",,,"WHITE ALONE, NOT HISPANIC OR LATINO"
46393,"Salt Lake City, UT Metro Area",Male,Graduate or professional degree,"WHITE ALONE, NOT HISPANIC OR LATINO"
76628,"Salt Lake City, UT Metro Area",Female,Bachelor's degree,"WHITE ALONE, NOT HISPANIC OR LATINO"
32550,"Salt Lake City, UT Metro Area",Female,Associate's degree,"WHITE ALONE, NOT HISPANIC OR LATINO"
77780,"Salt Lake City, UT Metro Area",Female,"Some college, no degree","WHITE ALONE, NOT HISPANIC OR LATINO"
9251,"Salt Lake City, UT Metro Area",Female,GED or alternative credential,"WHITE ALONE, NOT HISPANIC OR LATINO"
53012,"Salt Lake City, UT Metro Area",Female,Regular high school diploma,"WHITE ALONE, NOT HISPANIC OR LATINO"
7420,"Salt Lake City, UT Metro Area",Female,"9th to 12th grade, no diploma","WHITE ALONE, NOT HISPANIC OR LATINO"
2722,"Salt Lake City, UT Metro Area",Female,Less than 9th grade,"WHITE ALONE, NOT HISPANIC OR LATINO"
297270,"Salt Lake City, UT Metro Area",Female,,"WHITE ALONE, NOT HISPANIC OR LATINO"
